best_val_acc,test_loss,test_acc,train_time,checkpoint_path,confusion_matrix_npy,confusion_matrix_png,experiment_name,model,pretrained,attention,epochs,batch_size,backbone_lr,head_lr,weight_decay,params
92.54901945824717,0.38904453969881203,89.96584810538299,281.8566994667053,/root/autodl-tmp/flower102_task1/outputs/checkpoints/extended_attention_se_resnet18_epochs50/best.pt,/root/autodl-tmp/flower102_task1/outputs/figures/extended_attention_se_resnet18_epochs50/confusion_matrix.npy,/root/autodl-tmp/flower102_task1/outputs/figures/extended_attention_se_resnet18_epochs50/confusion_matrix.png,extended_attention_se_resnet18_epochs50,resnet18,True,se,50,64,0.0001,0.001,0.0001,11272358
