best_val_acc,test_loss,test_acc,train_time,checkpoint_path,confusion_matrix_npy,confusion_matrix_png,experiment_name,model,pretrained,attention,epochs,batch_size,backbone_lr,head_lr,weight_decay,params
42.15686267030005,2.5877982924519216,36.461213205399254,178.82780408859253,/root/autodl-tmp/flower102_task1/outputs/checkpoints/ablation_resnet18_scratch/best.pt,/root/autodl-tmp/flower102_task1/outputs/figures/ablation_resnet18_scratch/confusion_matrix.npy,/root/autodl-tmp/flower102_task1/outputs/figures/ablation_resnet18_scratch/confusion_matrix.png,ablation_resnet18_scratch,resnet18,False,none,30,64,0.0001,0.001,0.0001,11228838
