best_val_acc,test_loss,test_acc,train_time,checkpoint_path,confusion_matrix_npy,confusion_matrix_png,experiment_name,model,pretrained,attention,epochs,batch_size,backbone_lr,head_lr,weight_decay,params
93.92156868728937,0.36516374800332885,90.40494389331599,198.48571681976318,/root/autodl-tmp/flower102_task1/outputs/checkpoints/ablation_resnet34_pretrained/best.pt,/root/autodl-tmp/flower102_task1/outputs/figures/ablation_resnet34_pretrained/confusion_matrix.npy,/root/autodl-tmp/flower102_task1/outputs/figures/ablation_resnet34_pretrained/confusion_matrix.png,ablation_resnet34_pretrained,resnet34,True,none,30,32,0.0001,0.001,0.0001,21336998
