epoch,train_loss,train_acc,val_loss,val_acc,lr_backbone,lr_head
1,4.42845817453721,10.980392082064759,3.940778190014409,32.94117643318924,9.972609476841367e-05,0.0009972609476841367
2,3.1963527286753934,70.3921568627451,2.6533084112055163,69.50980377197266,9.890738003669029e-05,0.0009890738003669028
3,2.1606185155756332,83.92156832825904,1.7678708511240342,75.68627436020795,9.755282581475769e-05,0.0009755282581475768
4,1.3179460726532282,91.17647043863933,1.2995492963229909,81.96078401453354,9.567727288213003e-05,0.0009567727288213003
5,0.7263421446669336,95.78431342629825,0.9467574940008275,88.13725490196079,9.330127018922194e-05,0.0009330127018922195
6,0.35471351462252,98.92156862745098,0.7396006572480295,88.92156862745098,9.045084971874738e-05,0.0009045084971874739
7,0.16356161306886113,99.80392156862744,0.6000005604005327,90.09803921568627,8.715724127386972e-05,0.0008715724127386972
8,0.08021857754564753,100.0,0.5105693330951765,90.49019607843137,8.345653031794292e-05,0.0008345653031794292
9,0.044896288406030806,100.0,0.4579301582831962,91.07843122295304,7.938926261462366e-05,0.0007938926261462366
10,0.0275797584404548,100.0,0.4243982474009196,91.17647043863933,7.500000000000001e-05,0.00075
11,0.020115145777954774,100.0,0.39696374839427423,91.27450980392157,7.033683215379003e-05,0.0007033683215379003
12,0.015429201426313204,100.0,0.3815161599832423,91.27450980392157,6.545084971874738e-05,0.0006545084971874739
13,0.012542978199381454,100.0,0.37261135969676223,91.17647043863933,6.039558454088797e-05,0.0006039558454088797
14,0.010520226369593658,100.0,0.3573970202137442,91.56862730138442,5.522642316338269e-05,0.0005522642316338269
15,0.008666917133857222,100.0,0.355834909455449,91.86274509803921,5.000000000000002e-05,0.0005000000000000002
16,0.008517578658739141,100.0,0.3568636751642414,91.56862730138442,4.4773576836617344e-05,0.0004477357683661734
17,0.0067152103883963005,100.0,0.3634521393214955,91.6666665170707,3.9604415459112035e-05,0.00039604415459112036
18,0.0070064320375083705,100.0,0.3500903765360514,91.76470573275697,3.4549150281252636e-05,0.0003454915028125264
19,0.0059501073889288245,100.0,0.3492061928206799,91.6666665170707,2.966316784621e-05,0.00029663167846210003
20,0.0051723140036212464,100.0,0.34703838988846425,91.56862730138442,2.5000000000000015e-05,0.00025000000000000017
21,0.005167389511331623,100.0,0.3442183998285555,91.6666665170707,2.0610737385376352e-05,0.00020610737385376354
22,0.004792925308221111,100.0,0.3394365621548073,92.05882337981579,1.654346968205711e-05,0.00016543469682057108
23,0.004897813243316669,100.0,0.3411906679471334,92.05882337981579,1.2842758726130304e-05,0.00012842758726130303
24,0.00470897930436859,100.0,0.34074392739464254,91.86274494844325,9.549150281252636e-06,9.549150281252637e-05
25,0.004228114148638412,100.0,0.3380411464794009,91.86274494844325,6.698729810778068e-06,6.698729810778068e-05
26,0.004893193523600406,100.0,0.33971317942235985,92.05882337981579,4.322727117869953e-06,4.322727117869953e-05
27,0.004584854373744889,100.0,0.33929298829798604,91.96078416412952,2.447174185242324e-06,2.447174185242324e-05
28,0.004211300381404512,100.0,0.33422557109711215,91.96078416412952,1.092619963309716e-06,1.092619963309716e-05
29,0.004970810929422869,100.0,0.33683453681422215,91.76470573275697,2.7390523158633003e-07,2.7390523158633003e-06
30,0.004723464739600233,100.0,0.3368182871271582,91.86274494844325,0.0,0.0
