epoch,train_loss,train_acc,val_loss,val_acc,lr_backbone,lr_head
1,4.267209038079954,15.490196078431373,3.1736257515701594,45.686274435005934,9.990133642141359e-05,0.0009990133642141358
2,2.3308254195194618,71.6666665170707,1.7607349405101702,71.764705583161,9.96057350657239e-05,0.000996057350657239
3,1.1612241106874803,88.92156862745098,1.0895709241137785,83.23529411764706,9.911436253643444e-05,0.0009911436253643444
4,0.5293623380801257,96.27450980392157,0.7811147103122636,87.94117632099227,9.842915805643155e-05,0.0009842915805643156
5,0.22501097882495208,99.01960754394531,0.6488165019773969,88.43137239942364,9.755282581475769e-05,0.0009755282581475769
6,0.10795538568613576,99.70588235294117,0.5444876216205896,89.31372519100414,9.648882429441257e-05,0.0009648882429441258
7,0.053882051566067866,100.0,0.4940931615876217,90.0,9.524135262330098e-05,0.0009524135262330099
8,0.02962287383190557,99.90196078431373,0.42259006839172514,91.66666636747472,9.381533400219317e-05,0.0009381533400219318
9,0.01807429516578422,100.0,0.40014992782882614,91.76470588235294,9.221639627510075e-05,0.0009221639627510075
10,0.01306382908175389,100.0,0.39875233716824476,91.56862745098039,9.045084971874735e-05,0.0009045084971874736
11,0.009311873078638433,100.0,0.3811252641327241,91.56862745098039,8.852566213878945e-05,0.0008852566213878945
12,0.008256624051022763,100.0,0.35149960704878264,92.05882352941177,8.644843137107056e-05,0.0008644843137107056
13,0.0062743376465696915,100.0,0.3452901505956463,92.54901960784314,8.422735529643442e-05,0.0008422735529643443
14,0.006467600667155257,100.0,0.3603997181443607,91.66666666666667,8.187119948743447e-05,0.0008187119948743448
15,0.005364292392543718,100.0,0.3364885218003217,92.6470588235294,7.938926261462366e-05,0.0007938926261462366
16,0.004543642427626194,100.0,0.32989314169275996,93.13725490196079,7.679133974894982e-05,0.0007679133974894982
17,0.004319376914816744,100.0,0.32543216517158585,93.23529411764706,7.408768370508575e-05,0.0007408768370508576
18,0.0038056616653122156,100.0,0.32443197562414056,93.33333333333333,7.128896457825361e-05,0.0007128896457825362
19,0.003986136815236772,100.0,0.3174815951609144,93.23529411764706,6.840622763423389e-05,0.0006840622763423389
20,0.0034178981621402734,100.0,0.32115880934631125,92.6470588235294,6.545084971874736e-05,0.0006545084971874735
21,0.003075760962697221,100.0,0.3167784433154499,92.6470588235294,6.243449435824272e-05,0.0006243449435824271
22,0.002796184080744199,100.0,0.31500756173741584,92.45098039215686,5.9369065729286224e-05,0.0005936906572928622
23,0.0028029327299080643,100.0,0.3125016399458343,92.94117647058823,5.626666167821521e-05,0.000562666616782152
24,0.0026106856653795524,100.0,0.3111478667048847,93.03921568627452,5.3139525976465657e-05,0.0005313952597646566
25,0.0022478056898084927,100.0,0.3107515217626796,93.03921568627452,4.999999999999998e-05,0.0004999999999999998
26,0.002461015341766909,100.0,0.3090585464355992,92.84313725490196,4.6860474023534314e-05,0.00046860474023534314
27,0.0020802460528691023,100.0,0.3102646487016304,93.23529411764706,4.3733338321784775e-05,0.00043733338321784774
28,0.002245486254676008,100.0,0.310819208446671,93.13725490196079,4.063093427071375e-05,0.00040630934270713756
29,0.0020613745119714855,100.0,0.3076240761022942,93.23529411764706,3.756550564175724e-05,0.00037565505641757246
30,0.0019245508825406431,100.0,0.30211575452019185,93.52941176470588,3.454915028125263e-05,0.00034549150281252633
31,0.0017508070820065982,100.0,0.3002906033805772,93.82352941176471,3.1593772365766105e-05,0.00031593772365766105
32,0.0017195783354634164,100.0,0.30017879371549566,93.43137254901961,2.8711035421746357e-05,0.00028711035421746355
33,0.0018404123811599086,100.0,0.30050089709899,93.62745098039215,2.591231629491422e-05,0.0002591231629491422
34,0.0017899631321722385,100.0,0.2982901378005159,93.43137254901961,2.3208660251050148e-05,0.00023208660251050145
35,0.0016036952247697057,100.0,0.2988807964558695,93.43137254901961,2.061073738537634e-05,0.00020610737385376337
36,0.0015419818616161745,100.0,0.29764880543830347,93.52941176470588,1.8128800512565503e-05,0.00018128800512565502
37,0.0017237260052021227,100.0,0.29707644745415335,93.43137254901961,1.5772644703565555e-05,0.00015772644703565555
38,0.0016076106642025944,100.0,0.2974257738566866,93.43137254901961,1.3551568628929426e-05,0.00013551568628929425
39,0.0015706659536626117,100.0,0.2967572919293946,93.62745098039215,1.1474337861210536e-05,0.00011474337861210535
40,0.0015754945105964353,100.0,0.2959246736531164,93.33333333333333,9.549150281252626e-06,9.549150281252626e-05
41,0.0014033208879660449,100.0,0.2942888067633498,93.92156862745098,7.783603724899252e-06,7.783603724899252e-05
42,0.001498735768665724,100.0,0.2967462228793724,93.33333333333333,6.184665997806817e-06,6.184665997806817e-05
43,0.0015315535049155063,100.0,0.2971222938860164,93.52941176470588,4.75864737669903e-06,4.7586473766990294e-05
44,0.0013408733376612267,100.0,0.2960328509410222,93.62745098039215,3.5111757055874303e-06,3.5111757055874305e-05
45,0.0014670894417327409,100.0,0.29466475610639536,93.52941176470588,2.4471741852423216e-06,2.4471741852423218e-05
46,0.0018682281148857346,100.0,0.29688314941583893,93.52941176470588,1.5708419435684504e-06,1.5708419435684507e-05
47,0.0012616366750615486,100.0,0.2956495994446324,93.62745098039215,8.856374635655631e-07,8.856374635655634e-06
48,0.0013455201574948197,100.0,0.2972168513957192,93.52941176470588,3.942649342761114e-07,3.942649342761115e-06
49,0.0013955354690551758,100.0,0.297122583436031,93.62745098039215,9.866357858642197e-08,9.866357858642198e-07
50,0.0014278792844646994,100.0,0.2961392236106536,93.72549019607843,0.0,0.0
