best_val_acc,test_loss,test_acc,train_time,checkpoint_path,confusion_matrix_npy,confusion_matrix_png,experiment_name,model,pretrained,attention,epochs,batch_size,backbone_lr,head_lr,weight_decay,params
93.33333333333333,0.4047276838212311,90.37241827939502,176.30108261108398,/root/autodl-tmp/flower102_task1/outputs/checkpoints/attention_baseline_resnet18/best.pt,/root/autodl-tmp/flower102_task1/outputs/figures/attention_baseline_resnet18/confusion_matrix.npy,/root/autodl-tmp/flower102_task1/outputs/figures/attention_baseline_resnet18/confusion_matrix.png,attention_baseline_resnet18,resnet18,True,none,30,64,0.0001,0.001,0.0001,11228838
