best_val_acc,test_loss,test_acc,train_time,checkpoint_path,confusion_matrix_npy,confusion_matrix_png,experiment_name,model,pretrained,attention,epochs,batch_size,backbone_lr,head_lr,weight_decay,params
93.03921538708256,0.41222206246126597,89.3478614408847,291.86424946784973,/root/autodl-tmp/flower102_task1/outputs/checkpoints/extended_attention_cbam_resnet18_epochs50/best.pt,/root/autodl-tmp/flower102_task1/outputs/figures/extended_attention_cbam_resnet18_epochs50/confusion_matrix.npy,/root/autodl-tmp/flower102_task1/outputs/figures/extended_attention_cbam_resnet18_epochs50/confusion_matrix.png,extended_attention_cbam_resnet18_epochs50,resnet18,True,cbam,50,64,0.0001,0.001,0.0001,11272750
