best_val_acc,test_loss,test_acc,train_time,checkpoint_path,confusion_matrix_npy,confusion_matrix_png,experiment_name,model,pretrained,attention,epochs,batch_size,backbone_lr,head_lr,weight_decay,params
54.509803951487825,2.576428023726596,48.9998373719304,610.6579196453094,/root/autodl-tmp/flower102_task1/outputs/checkpoints/extended_scratch_resnet34_epochs100_lr1e3/best.pt,/root/autodl-tmp/flower102_task1/outputs/figures/extended_scratch_resnet34_epochs100_lr1e3/confusion_matrix.npy,/root/autodl-tmp/flower102_task1/outputs/figures/extended_scratch_resnet34_epochs100_lr1e3/confusion_matrix.png,extended_scratch_resnet34_epochs100_lr1e3,resnet34,False,none,100,32,0.001,0.001,0.0001,21336998
